"","state","county_name","population","total_votes","proportion_democrat","tercile"
"295","FLORIDA","BAY",NA,91711,0.279290379561885,1
"296","FLORIDA","BRADFORD",NA,13494,0.234178153253298,1
"297","FLORIDA","BREVARD",NA,356432,0.416766732504377,1
"298","FLORIDA","BROWARD",NA,952161,0.649839680474205,-1
"299","FLORIDA","CALHOUN",NA,6483,0.186487737158723,1
"300","FLORIDA","CHARLOTTE",NA,115516,0.365949305723882,1
"301","FLORIDA","CITRUS",NA,92444,0.293063908961101,1
"302","FLORIDA","CLAY",NA,122797,0.312035310308884,1
"303","FLORIDA","COLLIER",NA,206571,0.37575942412052,1
"304","FLORIDA","COLUMBIA",NA,32750,0.27218320610687,1
"305","FLORIDA","DESOTO",NA,12572,0.338768692332167,1
"306","FLORIDA","DIXIE",NA,8124,0.168020679468242,1
"307","FLORIDA","DUVAL",NA,486318,0.519322747667164,0
"308","FLORIDA","ESCAMBIA",NA,167603,0.423196482163207,1
"309","FLORIDA","FLAGLER",NA,71204,0.395497443963822,1
"310","FLORIDA","FRANKLIN",NA,6795,0.311994113318617,1
"311","FLORIDA","GADSDEN",NA,23618,0.683927512913879,-1
"312","FLORIDA","GILCHRIST",NA,9595,0.177175612298072,1
"313","FLORIDA","GLADES",NA,5167,0.268047222759822,1
"314","FLORIDA","GULF",NA,8098,0.245122252408002,1
"315","FLORIDA","HAMILTON",NA,5778,0.339736933194877,1
"316","FLORIDA","HARDEE",NA,8420,0.2729216152019,1
"317","FLORIDA","HENDRY",NA,12835,0.384028048305415,1
"318","FLORIDA","HERNANDO",NA,107931,0.347620238856306,1
"319","FLORIDA","HIGHLANDS",NA,51811,0.326918994036016,1
"320","FLORIDA","HILLSBOROUGH",NA,703765,0.534790732701967,0
"321","FLORIDA","HOLMES",NA,9004,0.102621057307863,1
"322","FLORIDA","INDIAN RIVER",NA,96716,0.391289962364035,1
"323","FLORIDA","JACKSON",NA,22254,0.304035229621641,1
"324","FLORIDA","JEFFERSON",NA,8376,0.46525787965616,0
"325","FLORIDA","LAFAYETTE",NA,3638,0.14018691588785,1
"326","FLORIDA","LAKE",NA,209364,0.398850805296039,1
"327","FLORIDA","LEE",NA,390942,0.403371855671685,1
"328","FLORIDA","LEON",NA,160970,0.643082561968069,-1
"329","FLORIDA","LEVY",NA,22954,0.270323255206064,1
"330","FLORIDA","LIBERTY",NA,3540,0.196045197740113,1
"331","FLORIDA","MADISON",NA,9323,0.401909256677035,1
"332","FLORIDA","MANATEE",NA,215153,0.419078516218691,1
"333","FLORIDA","MARION",NA,202684,0.369333543841645,1
"334","FLORIDA","MARTIN",NA,98061,0.376225002804377,1
"335","FLORIDA","MIAMI-DADE",NA,1150697,0.536947606537603,0
"336","FLORIDA","MONROE",NA,47559,0.459976029773544,0
"337","FLORIDA","NASSAU",NA,58130,0.267744710132462,1
"338","FLORIDA","OKALOOSA",NA,114046,0.300299878996195,1
"339","FLORIDA","OKEECHOBEE",NA,15860,0.276796973518285,1
"340","FLORIDA","ORANGE",NA,640412,0.616812302080536,-1
"341","FLORIDA","OSCEOLA",NA,170777,0.569731287000006,-1
"342","FLORIDA","PALM BEACH",NA,768283,0.564338921985779,-1
"343","FLORIDA","PASCO",NA,298694,0.398645436466752,1
"344","FLORIDA","PINELLAS",NA,553659,0.501120725934194,0
"345","FLORIDA","POLK",NA,339635,0.427073181503673,1
"346","FLORIDA","PUTNAM",NA,36041,0.292084015426875,1
"347","FLORIDA","SANTA ROSA",NA,104997,0.262978942255493,1
"348","FLORIDA","SARASOTA",NA,268480,0.447370381406436,1
"349","FLORIDA","SEMINOLE",NA,257760,0.514137181874612,0
