"","state_lower","zipcode","county"
"9950","georgia","30318","Fulton"
"9951","georgia","30319","DeKalb"
"9952","georgia","30322","DeKalb"
"9953","georgia","30324","Fulton"
"9954","georgia","30326","Fulton"
"9955","georgia","30327","Fulton"
"9956","georgia","30328","Fulton"
"9957","georgia","30329","DeKalb"
"9958","georgia","30331","Fulton"
"9959","georgia","30332","Fulton"
"9960","georgia","30334","Fulton"
"9961","georgia","30336","Fulton"
"9962","georgia","30337","Fulton"
"9963","georgia","30338","DeKalb"
"9964","georgia","30339","Cobb"
"9965","georgia","30340","DeKalb"
"9966","georgia","30341","DeKalb"
"9967","georgia","30342","Fulton"
"9968","georgia","30344","Fulton"
"9969","georgia","30345","DeKalb"
"9970","georgia","30346","DeKalb"
"9971","georgia","30349","Fulton"
"9972","georgia","30350","Fulton"
"9973","georgia","30354","Fulton"
"9974","georgia","30360","DeKalb"
"9975","georgia","30363","Fulton"
"9976","georgia","30401","Emanuel"
"9977","georgia","30410","Montgomery"
"9978","georgia","30411","Wheeler"
"9979","georgia","30412","Montgomery"
"9980","georgia","30413","Jefferson"
"9981","georgia","30414","Evans"
"9982","georgia","30415","Bulloch"
"9983","georgia","30417","Evans"
"9984","georgia","30420","Candler"
"9985","georgia","30421","Tattnall"
"9986","georgia","30423","Evans"
"9987","georgia","30425","Emanuel"
"9988","georgia","30426","Burke"
"9989","georgia","30427","Tattnall"
"9990","georgia","30428","Wheeler"
"9991","georgia","30429","Evans"
"9992","georgia","30434","Jefferson"
"9993","georgia","30436","Toombs"
"9994","georgia","30439","Candler"
"9995","georgia","30441","Emanuel"
"9996","georgia","30442","Jenkins"
"9997","georgia","30445","Montgomery"
"9998","georgia","30446","Screven"
"9999","georgia","30448","Emanuel"
"10000","georgia","30449","Screven"
"10001","georgia","30450","Bulloch"
"10002","georgia","30451","Candler"
"10003","georgia","30452","Bulloch"
"10004","georgia","30453","Tattnall"
"10005","georgia","30454","Laurens"
"10006","georgia","30455","Screven"
"10007","georgia","30456","Burke"
"10008","georgia","30457","Treutlen"
"10009","georgia","30458","Bulloch"
"10010","georgia","30460","Bulloch"
"10011","georgia","30461","Bulloch"
"10012","georgia","30464","Emanuel"
"10013","georgia","30467","Screven"
"10014","georgia","30470","Montgomery"
"10015","georgia","30471","Emanuel"
"10016","georgia","30473","Toombs"
"10017","georgia","30474","Toombs"
"10018","georgia","30477","Jefferson"
"10019","georgia","30501","Hall"
"10020","georgia","30504","Hall"
"10021","georgia","30506","Hall"
"10022","georgia","30507","Hall"
"10023","georgia","30510","Banks"
"10024","georgia","30511","Banks"
"10025","georgia","30512","Union"
"10026","georgia","30513","Fannin"
"10027","georgia","30516","Hart"
"10028","georgia","30517","Jackson"
"10029","georgia","30518","Gwinnett"
"10030","georgia","30519","Gwinnett"
"10031","georgia","30520","Hart"
"10032","georgia","30521","Franklin"
"10033","georgia","30522","Gilmer"
"10034","georgia","30523","Habersham"
"10035","georgia","30525","Rabun"
"10036","georgia","30527","Hall"
"10037","georgia","30528","White"
"10038","georgia","30529","Jackson"
"10039","georgia","30530","Banks"
"10040","georgia","30531","Habersham"
"10041","georgia","30533","Lumpkin"
"10042","georgia","30534","Dawson"
"10043","georgia","30535","Habersham"
"10044","georgia","30536","Gilmer"
"10045","georgia","30537","Rabun"
"10046","georgia","30538","Stephens"
"10047","georgia","30539","Gilmer"
"10048","georgia","30540","Gilmer"
"10049","georgia","30541","Fannin"
"10050","georgia","30542","Hall"
"10051","georgia","30543","Hall"
"10052","georgia","30545","White"
"10053","georgia","30546","Towns"
"10054","georgia","30547","Banks"
"10055","georgia","30548","Jackson"
"10056","georgia","30549","Jackson"
"10057","georgia","30552","Rabun"
"10058","georgia","30553","Franklin"
"10059","georgia","30554","Hall"
"10060","georgia","30555","Fannin"
"10061","georgia","30557","Franklin"
"10062","georgia","30558","Jackson"
"10063","georgia","30559","Fannin"
"10064","georgia","30560","Fannin"
"10065","georgia","30562","Rabun"
"10066","georgia","30563","Habersham"
"10067","georgia","30564","Hall"
"10068","georgia","30565","Jackson"
"10069","georgia","30566","Hall"
"10070","georgia","30567","Jackson"
"10071","georgia","30568","Rabun"
"10072","georgia","30571","White"
"10073","georgia","30572","Union"
"10074","georgia","30573","Rabun"
"10075","georgia","30575","Jackson"
"10076","georgia","30576","Rabun"
"10077","georgia","30577","Stephens"
"10078","georgia","30581","Rabun"
"10079","georgia","30582","Towns"
"10080","georgia","30597","Lumpkin"
"10081","georgia","30598","Stephens"
"10082","georgia","30601","Clarke"
"10083","georgia","30602","Clarke"
"10084","georgia","30605","Clarke"
"10085","georgia","30606","Clarke"
"10086","georgia","30607","Jackson"
"10087","georgia","30609","Clarke"
"10088","georgia","30619","Oglethorpe"
"10089","georgia","30620","Barrow"
"10090","georgia","30621","Oconee"
"10091","georgia","30622","Oconee"
"10092","georgia","30623","Morgan"
"10093","georgia","30624","Elbert"
"10094","georgia","30625","Morgan"
"10095","georgia","30627","Oglethorpe"
"10096","georgia","30628","Madison"
"10097","georgia","30629","Madison"
"10098","georgia","30630","Oglethorpe"
"10099","georgia","30631","Taliaferro"
"10100","georgia","30633","Madison"
"10101","georgia","30634","Elbert"
"10102","georgia","30635","Elbert"
"10103","georgia","30639","Franklin"
"10104","georgia","30641","Walton"
"10105","georgia","30642","Greene"
"10106","georgia","30643","Hart"
"10107","georgia","30646","Madison"
"10108","georgia","30648","Oglethorpe"
"10109","georgia","30650","Morgan"
"10110","georgia","30655","Walton"
"10111","georgia","30656","Walton"
"10112","georgia","30660","Wilkes"
"10113","georgia","30662","Franklin"
"10114","georgia","30663","Morgan"
"10115","georgia","30664","Taliaferro"
"10116","georgia","30665","Greene"
"10117","georgia","30666","Barrow"
"10118","georgia","30667","Oglethorpe"
"10119","georgia","30668","Wilkes"
"10120","georgia","30669","Greene"
"10121","georgia","30673","Wilkes"
"10122","georgia","30677","Oconee"
"10123","georgia","30678","Greene"
"10124","georgia","30680","Barrow"
"10125","georgia","30683","Oglethorpe"
"10126","georgia","30701","Gordon"
"10127","georgia","30705","Murray"
"10128","georgia","30707","Walker"
"10129","georgia","30708","Murray"
"10130","georgia","30710","Whitfield"
"10131","georgia","30711","Murray"
"10132","georgia","30720","Whitfield"
"10133","georgia","30721","Whitfield"
"10134","georgia","30724","Murray"
"10135","georgia","30725","Walker"
"10136","georgia","30726","Catoosa"
"10137","georgia","30728","Walker"
"10138","georgia","30730","Chattooga"
"10139","georgia","30731","Chattooga"
"10140","georgia","30733","Gordon"
"10141","georgia","30734","Gordon"
"10142","georgia","30735","Gordon"
"10143","georgia","30736","Catoosa"
"10144","georgia","30738","Dade"
"10145","georgia","30739","Walker"
"10146","georgia","30740","Whitfield"
"10147","georgia","30741","Walker"
"10148","georgia","30742","Catoosa"
"10149","georgia","30746","Gordon"
"10150","georgia","30747","Chattooga"
"10151","georgia","30750","Walker"
"10152","georgia","30751","Murray"
"10153","georgia","30752","Dade"
"10154","georgia","30753","Chattooga"
"10155","georgia","30755","Whitfield"
"10156","georgia","30756","Whitfield"
"10157","georgia","30757","Dade"
"10158","georgia","30802","Columbia"
"10159","georgia","30803","Jefferson"
"10160","georgia","30805","Richmond"
"10161","georgia","30807","Warren"
"10162","georgia","30808","McDuffie"
"10163","georgia","30809","Columbia"
"10164","georgia","30810","Glascock"
"10165","georgia","30812","Richmond"
"10166","georgia","30813","Columbia"
"10167","georgia","30814","Columbia"
"10168","georgia","30815","Richmond"
"10169","georgia","30816","Burke"
"10170","georgia","30817","Lincoln"
"10171","georgia","30818","Jefferson"
"10172","georgia","30820","Glascock"
"10173","georgia","30821","Warren"
"10174","georgia","30822","Jenkins"
"10175","georgia","30823","Jefferson"
"10176","georgia","30824","McDuffie"
"10177","georgia","30828","Warren"
"10178","georgia","30830","Burke"
"10179","georgia","30833","Jefferson"
"10180","georgia","30901","Richmond"
"10181","georgia","30904","Richmond"
"10182","georgia","30905","Richmond"
"10183","georgia","30906","Richmond"
"10184","georgia","30907","Columbia"
"10185","georgia","30909","Richmond"
"10186","georgia","30912","Richmond"
"10187","georgia","31001","Wilcox"
"10188","georgia","31002","Emanuel"
"10189","georgia","31003","Wilkinson"
"10190","georgia","31004","Monroe"
"10191","georgia","31005","Houston"
"10192","georgia","31006","Taylor"
"10193","georgia","31007","Dooly"
"10194","georgia","31008","Peach"
"10195","georgia","31009","Laurens"
"10196","georgia","31011","Dodge"
"10197","georgia","31012","Dodge"
"10198","georgia","31014","Bleckley"
"10199","georgia","31015","Crisp"
"10200","georgia","31016","Monroe"
"10201","georgia","31017","Wilkinson"
"10202","georgia","31018","Washington"
"10203","georgia","31019","Laurens"
"10204","georgia","31020","Twiggs"
"10205","georgia","31021","Laurens"
"10206","georgia","31022","Laurens"
"10207","georgia","31023","Dodge"
"10208","georgia","31024","Putnam"
"10209","georgia","31025","Houston"
"10210","georgia","31027","Laurens"
"10211","georgia","31028","Houston"
"10212","georgia","31029","Monroe"
"10213","georgia","31030","Peach"
"10214","georgia","31031","Wilkinson"
"10215","georgia","31032","Jones"
"10216","georgia","31033","Jones"
"10217","georgia","31034","Baldwin"
"10218","georgia","31035","Washington"
"10219","georgia","31036","Pulaski"
"10220","georgia","31037","Telfair"
"10221","georgia","31038","Jones"
"10222","georgia","31039","Taylor"
"10223","georgia","31041","Macon"
"10224","georgia","31042","Wilkinson"
"10225","georgia","31044","Twiggs"
"10226","georgia","31045","Hancock"
"10227","georgia","31046","Monroe"
"10228","georgia","31047","Houston"
"10229","georgia","31049","Johnson"
"10230","georgia","31050","Crawford"
"10231","georgia","31051","Dooly"
"10232","georgia","31052","Bibb"
"10233","georgia","31054","Wilkinson"
"10234","georgia","31055","Telfair"
"10235","georgia","31057","Macon"
"10236","georgia","31058","Taylor"
"10237","georgia","31060","Telfair"
"10238","georgia","31061","Baldwin"
"10239","georgia","31062","Baldwin"
"10240","georgia","31063","Macon"
"10241","georgia","31064","Jasper"
"10242","georgia","31065","Laurens"
"10243","georgia","31066","Crawford"
"10244","georgia","31067","Washington"
"10245","georgia","31068","Macon"
"10246","georgia","31069","Houston"
"10247","georgia","31070","Dooly"
"10248","georgia","31071","Pulaski"
"10249","georgia","31072","Wilcox"
"10250","georgia","31075","Laurens"
"10251","georgia","31076","Taylor"
"10252","georgia","31077","Dodge"
"10253","georgia","31078","Crawford"
"10254","georgia","31079","Wilcox"
"10255","georgia","31081","Taylor"
"10256","georgia","31082","Washington"
"10257","georgia","31083","Telfair"
"10258","georgia","31084","Wilcox"
"10259","georgia","31085","Jasper"
"10260","georgia","31087","Hancock"
"10261","georgia","31088","Houston"
"10262","georgia","31089","Washington"
"10263","georgia","31090","Wilkinson"
"10264","georgia","31091","Dooly"
"10265","georgia","31092","Dooly"
"10266","georgia","31093","Houston"
"10267","georgia","31094","Washington"
"10268","georgia","31096","Johnson"
"10269","georgia","31097","Upson"
"10270","georgia","31098","Houston"
"10271","georgia","31201","Bibb"
"10272","georgia","31204","Bibb"
"10273","georgia","31206","Bibb"
"10274","georgia","31207","Bibb"
"10275","georgia","31210","Bibb"
"10276","georgia","31211","Jones"
"10277","georgia","31213","Bibb"
"10278","georgia","31216","Bibb"
"10279","georgia","31217","Jones"
"10280","georgia","31220","Bibb"
"10281","georgia","31301","Liberty"
"10282","georgia","31302","Chatham"
"10283","georgia","31303","Effingham"
"10284","georgia","31305","McIntosh"
"10285","georgia","31307","Effingham"
"10286","georgia","31308","Bryan"
"10287","georgia","31309","Liberty"
"10288","georgia","31312","Effingham"
"10289","georgia","31313","Liberty"
"10290","georgia","31314","Liberty"
"10291","georgia","31315","Liberty"
"10292","georgia","31316","Long"
"10293","georgia","31318","Effingham"
"10294","georgia","31320","Liberty"
"10295","georgia","31321","Bryan"
"10296","georgia","31322","Chatham"
"10297","georgia","31323","Liberty"
"10298","georgia","31324","Bryan"
"10299","georgia","31326","Effingham"
"10300","georgia","31327","McIntosh"
"10301","georgia","31328","Chatham"
"10302","georgia","31329","Effingham"
"10303","georgia","31331","McIntosh"
"10304","georgia","31333","Liberty"
"10305","georgia","31401","Chatham"
"10306","georgia","31404","Chatham"
"10307","georgia","31405","Chatham"
"10308","georgia","31406","Chatham"
"10309","georgia","31407","Chatham"
"10310","georgia","31408","Chatham"
"10311","georgia","31409","Chatham"
"10312","georgia","31410","Chatham"
"10313","georgia","31411","Chatham"
"10314","georgia","31415","Chatham"
"10315","georgia","31419","Chatham"
"10316","georgia","31421","Chatham"
"10317","georgia","31501","Ware"
"10318","georgia","31503","Ware"
"10319","georgia","31510","Bacon"
"10320","georgia","31512","Coffee"
"10321","georgia","31513","Appling"
"10322","georgia","31516","Pierce"
"10323","georgia","31518","Appling"
"10324","georgia","31519","Coffee"
"10325","georgia","31520","Glynn"
"10326","georgia","31522","Glynn"
"10327","georgia","31523","Glynn"
"10328","georgia","31524","Glynn"
"10329","georgia","31525","Glynn"
"10330","georgia","31527","Glynn"
"10331","georgia","31532","Jeff Davis"
"10332","georgia","31533","Coffee"
"10333","georgia","31535","Coffee"
"10334","georgia","31537","Charlton"
"10335","georgia","31539","Jeff Davis"
"10336","georgia","31542","Brantley"
"10337","georgia","31543","Brantley"
"10338","georgia","31544","Telfair"
"10339","georgia","31545","Wayne"
"10340","georgia","31546","Wayne"
"10341","georgia","31547","Camden"
"10342","georgia","31548","Camden"
"10343","georgia","31549","Telfair"
"10344","georgia","31550","Ware"
"10345","georgia","31551","Pierce"
"10346","georgia","31552","Ware"
"10347","georgia","31553","Brantley"
"10348","georgia","31554","Coffee"
"10349","georgia","31555","Wayne"
"10350","georgia","31556","Pierce"
"10351","georgia","31557","Pierce"
"10352","georgia","31558","Camden"
"10353","georgia","31560","Wayne"
"10354","georgia","31561","Glynn"
"10355","georgia","31562","Charlton"
"10356","georgia","31563","Appling"
"10357","georgia","31564","Ware"
"10358","georgia","31565","Camden"
"10359","georgia","31566","Brantley"
"10360","georgia","31567","Coffee"
"10361","georgia","31568","Camden"
"10362","georgia","31569","Camden"
"10363","georgia","31599","Wayne"
"10364","georgia","31601","Lowndes"
"10365","georgia","31602","Lowndes"
"10366","georgia","31605","Lowndes"
"10367","georgia","31606","Lowndes"
"10368","georgia","31620","Cook"
"10369","georgia","31622","Berrien"
"10370","georgia","31623","Clinch"
"10371","georgia","31624","Atkinson"
"10372","georgia","31625","Brooks"
"10373","georgia","31626","Thomas"
"10374","georgia","31627","Cook"
"10375","georgia","31629","Brooks"
"10376","georgia","31630","Clinch"
"10377","georgia","31631","Echols"
"10378","georgia","31632","Lowndes"
"10379","georgia","31634","Clinch"
"10380","georgia","31635","Lanier"
"10381","georgia","31636","Echols"
"10382","georgia","31637","Cook"
"10383","georgia","31638","Brooks"
"10384","georgia","31639","Berrien"
"10385","georgia","31641","Lowndes"
"10386","georgia","31642","Atkinson"
"10387","georgia","31643","Brooks"
"10388","georgia","31645","Berrien"
"10389","georgia","31647","Cook"
"10390","georgia","31648","Echols"
"10391","georgia","31649","Lanier"
"10392","georgia","31650","Atkinson"
"10393","georgia","31698","Lowndes"
"10394","georgia","31699","Lowndes"
"10395","georgia","31701","Dougherty"
"10396","georgia","31704","Dougherty"
"10397","georgia","31705","Dougherty"
"10398","georgia","31707","Dougherty"
"10399","georgia","31709","Sumter"
"10400","georgia","31711","Sumter"
"10401","georgia","31712","Crisp"
"10402","georgia","31714","Turner"
"10403","georgia","31716","Mitchell"
"10404","georgia","31719","Sumter"
"10405","georgia","31720","Brooks"
"10406","georgia","31721","Dougherty"
"10407","georgia","31722","Colquitt"
"10408","georgia","31727","Tift"
"10409","georgia","31730","Mitchell"
"10410","georgia","31733","Irwin"
"10411","georgia","31735","Sumter"
"10412","georgia","31738","Thomas"
"10413","georgia","31743","Lee"
"10414","georgia","31744","Worth"
"10415","georgia","31747","Colquitt"
"10416","georgia","31749","Berrien"
"10417","georgia","31750","Ben Hill"
"10418","georgia","31753","Colquitt"
"10419","georgia","31756","Colquitt"
"10420","georgia","31757","Thomas"
"10421","georgia","31763","Lee"
"10422","georgia","31764","Sumter"
"10423","georgia","31765","Mitchell"
"10424","georgia","31768","Colquitt"
"10425","georgia","31771","Colquitt"
"10426","georgia","31772","Worth"
"10427","georgia","31773","Thomas"
"10428","georgia","31774","Irwin"
"10429","georgia","31775","Colquitt"
"10430","georgia","31778","Brooks"
"10431","georgia","31779","Mitchell"
"10432","georgia","31780","Sumter"
"10433","georgia","31781","Worth"
"10434","georgia","31783","Turner"
"10435","georgia","31784","Mitchell"
"10436","georgia","31787","Lee"
"10437","georgia","31788","Colquitt"
"10438","georgia","31789","Worth"
"10439","georgia","31790","Turner"
"10440","georgia","31791","Worth"
"10441","georgia","31792","Thomas"
"10442","georgia","31793","Tift"
"10443","georgia","31794","Tift"
"10444","georgia","31795","Worth"
"10445","georgia","31796","Worth"
"10446","georgia","31798","Irwin"
"10447","georgia","31801","Marion"
"10448","georgia","31803","Marion"
"10449","georgia","31804","Harris"
"10450","georgia","31805","Chattahoochee"
"10451","georgia","31806","Schley"
"10452","georgia","31807","Harris"
"10453","georgia","31808","Harris"
"10454","georgia","31810","Talbot"
"10455","georgia","31811","Harris"
"10456","georgia","31812","Talbot"
"10457","georgia","31814","Stewart"
"10458","georgia","31815","Stewart"
"10459","georgia","31816","Meriwether"
"10460","georgia","31820","Muscogee"
"10461","georgia","31821","Stewart"
"10462","georgia","31822","Harris"
"10463","georgia","31823","Harris"
"10464","georgia","31824","Webster"
"10465","georgia","31825","Stewart"
"10466","georgia","31826","Harris"
"10467","georgia","31827","Talbot"
"10468","georgia","31829","Muscogee"
"10469","georgia","31830","Meriwether"
"10470","georgia","31831","Harris"
"10471","georgia","31832","Webster"
"10472","georgia","31833","Harris"
"10473","georgia","31836","Talbot"
"10474","georgia","31901","Muscogee"
"10475","georgia","31903","Muscogee"
"10476","georgia","31904","Muscogee"
"10477","georgia","31905","Chattahoochee"
"10478","georgia","31906","Muscogee"
"10479","georgia","31907","Muscogee"
"10480","georgia","31909","Muscogee"
"10481","florida","32003","Clay"
"10482","florida","32008","Lafayette"
"10483","florida","32009","Nassau"
"10484","florida","32011","Nassau"
"10485","florida","32013","Lafayette"
"10486","florida","32024","Columbia"
"10487","florida","32025","Columbia"
"10488","florida","32033","St. Johns"
"10489","florida","32034","Nassau"
"10490","florida","32038","Columbia"
"10491","florida","32040","Baker"
"10492","florida","32043","Clay"
"10493","florida","32044","Bradford"
"10494","florida","32046","Nassau"
"10495","florida","32052","Hamilton"
"10496","florida","32053","Hamilton"
"10497","florida","32054","Union"
"10498","florida","32055","Columbia"
"10499","florida","32058","Bradford"
"10500","florida","32059","Madison"
"10501","florida","32060","Suwannee"
"10502","florida","32061","Columbia"
"10503","florida","32062","Suwannee"
"10504","florida","32063","Baker"
"10505","florida","32064","Suwannee"
"10506","florida","32065","Clay"
"10507","florida","32066","Lafayette"
"10508","florida","32068","Clay"
"10509","florida","32071","Suwannee"
"10510","florida","32073","Clay"
"10511","florida","32079","Clay"
"10512","florida","32080","St. Johns"
"10513","florida","32081","St. Johns"
"10514","florida","32082","St. Johns"
"10515","florida","32083","Union"
"10516","florida","32084","St. Johns"
"10517","florida","32086","St. Johns"
"10518","florida","32087","Baker"
"10519","florida","32091","Bradford"
"10520","florida","32092","St. Johns"
"10521","florida","32094","Suwannee"
"10522","florida","32095","St. Johns"
"10523","florida","32096","Columbia"
"10524","florida","32097","Nassau"
"10525","florida","32102","Lake"
"10526","florida","32110","Flagler"
"10527","florida","32112","Putnam"
"10528","florida","32113","Marion"
"10529","florida","32114","Volusia"
"10530","florida","32117","Volusia"
"10531","florida","32118","Volusia"
"10532","florida","32119","Volusia"
"10533","florida","32124","Volusia"
"10534","florida","32127","Volusia"
"10535","florida","32128","Volusia"
"10536","florida","32129","Volusia"
"10537","florida","32130","Volusia"
"10538","florida","32131","Putnam"
"10539","florida","32132","Volusia"
"10540","florida","32133","Marion"
"10541","florida","32134","Marion"
"10542","florida","32136","Flagler"
"10543","florida","32137","Flagler"
"10544","florida","32139","Putnam"
"10545","florida","32140","Putnam"
"10546","florida","32141","Volusia"
"10547","florida","32145","St. Johns"
"10548","florida","32147","Putnam"
"10549","florida","32148","Putnam"
"10550","florida","32157","Putnam"
"10551","florida","32159","Lake"
"10552","florida","32162","Sumter"
"10553","florida","32163","Sumter"
"10554","florida","32164","Flagler"
"10555","florida","32168","Volusia"
"10556","florida","32169","Volusia"
"10557","florida","32174","Volusia"
"10558","florida","32176","Volusia"
"10559","florida","32177","Putnam"
"10560","florida","32179","Marion"
"10561","florida","32180","Volusia"
"10562","florida","32181","Putnam"
"10563","florida","32182","Marion"
"10564","florida","32187","Putnam"
"10565","florida","32189","Putnam"
"10566","florida","32190","Volusia"
"10567","florida","32192","Marion"
"10568","florida","32193","Putnam"
"10569","florida","32195","Marion"
"10570","florida","32202","Duval"
"10571","florida","32203","Duval"
"10572","florida","32204","Duval"
"10573","florida","32205","Duval"
"10574","florida","32206","Duval"
"10575","florida","32207","Duval"
"10576","florida","32208","Duval"
"10577","florida","32209","Duval"
"10578","florida","32210","Duval"
"10579","florida","32211","Duval"
"10580","florida","32212","Duval"
"10581","florida","32214","Duval"
"10582","florida","32216","Duval"
"10583","florida","32217","Duval"
"10584","florida","32218","Duval"
"10585","florida","32219","Duval"
"10586","florida","32220","Duval"
"10587","florida","32221","Duval"
"10588","florida","32222","Duval"
"10589","florida","32223","Duval"
"10590","florida","32224","Duval"
"10591","florida","32225","Duval"
"10592","florida","32226","Duval"
"10593","florida","32227","Duval"
"10594","florida","32228","Duval"
"10595","florida","32233","Duval"
"10596","florida","32234","Duval"
"10597","florida","32244","Duval"
"10598","florida","32246","Duval"
"10599","florida","32250","Duval"
"10600","florida","32254","Duval"
"10601","florida","32256","Duval"
"10602","florida","32257","Duval"
"10603","florida","32258","Duval"
"10604","florida","32259","St. Johns"
"10605","florida","32266","Duval"
"10606","florida","32277","Duval"
"10607","florida","32301","Leon"
"10608","florida","32303","Leon"
"10609","florida","32304","Leon"
"10610","florida","32305","Leon"
"10611","florida","32306","Leon"
"10612","florida","32307","Leon"
"10613","florida","32308","Leon"
"10614","florida","32309","Leon"
"10615","florida","32310","Leon"
"10616","florida","32311","Leon"
"10617","florida","32312","Leon"
"10618","florida","32313","Leon"
"10619","florida","32317","Leon"
"10620","florida","32320","Franklin"
"10621","florida","32321","Liberty"
"10622","florida","32322","Franklin"
"10623","florida","32323","Franklin"
"10624","florida","32324","Gadsden"
"10625","florida","32327","Wakulla"
"10626","florida","32328","Franklin"
"10627","florida","32330","Gadsden"
"10628","florida","32331","Madison"
"10629","florida","32332","Gadsden"
"10630","florida","32333","Gadsden"
"10631","florida","32334","Liberty"
"10632","florida","32336","Taylor"
"10633","florida","32337","Jefferson"
"10634","florida","32340","Madison"
"10635","florida","32343","Gadsden"
"10636","florida","32344","Jefferson"
"10637","florida","32346","Wakulla"
"10638","florida","32347","Taylor"
"10639","florida","32348","Taylor"
"10640","florida","32350","Madison"
"10641","florida","32351","Gadsden"
"10642","florida","32352","Gadsden"
"10643","florida","32355","Wakulla"
"10644","florida","32356","Taylor"
"10645","florida","32358","Wakulla"
"10646","florida","32359","Dixie"
"10647","florida","32360","Liberty"
"10648","florida","32361","Jefferson"
"10649","florida","32399","Leon"
"10650","florida","32401","Bay"
"10651","florida","32403","Bay"
"10652","florida","32404","Bay"
"10653","florida","32405","Bay"
"10654","florida","32407","Bay"
"10655","florida","32408","Bay"
"10656","florida","32409","Bay"
"10657","florida","32410","Bay"
"10658","florida","32413","Bay"
"10659","florida","32420","Jackson"
"10660","florida","32421","Calhoun"
"10661","florida","32423","Jackson"
"10662","florida","32424","Calhoun"
"10663","florida","32425","Holmes"
"10664","florida","32426","Jackson"
"10665","florida","32427","Washington"
"10666","florida","32428","Washington"
"10667","florida","32430","Calhoun"
"10668","florida","32431","Jackson"
"10669","florida","32432","Jackson"
"10670","florida","32433","Walton"
"10671","florida","32435","Walton"
"10672","florida","32437","Washington"
"10673","florida","32438","Bay"
"10674","florida","32439","Walton"
"10675","florida","32440","Jackson"
"10676","florida","32442","Jackson"
"10677","florida","32443","Jackson"
"10678","florida","32444","Bay"
"10679","florida","32445","Jackson"
"10680","florida","32446","Jackson"
"10681","florida","32448","Jackson"
"10682","florida","32449","Calhoun"
"10683","florida","32455","Walton"
"10684","florida","32456","Gulf"
"10685","florida","32459","Walton"
"10686","florida","32460","Jackson"
"10687","florida","32461","Walton"
"10688","florida","32462","Washington"
"10689","florida","32463","Washington"
"10690","florida","32464","Holmes"
"10691","florida","32465","Gulf"
"10692","florida","32466","Bay"
"10693","florida","32501","Escambia"
"10694","florida","32502","Escambia"
"10695","florida","32503","Escambia"
"10696","florida","32504","Escambia"
"10697","florida","32505","Escambia"
"10698","florida","32506","Escambia"
"10699","florida","32507","Escambia"
"10700","florida","32508","Escambia"
"10701","florida","32509","Escambia"
"10702","florida","32511","Escambia"
"10703","florida","32512","Escambia"
"10704","florida","32514","Escambia"
"10705","florida","32526","Escambia"
"10706","florida","32530","Santa Rosa"
"10707","florida","32531","Okaloosa"
"10708","florida","32533","Escambia"
"10709","florida","32534","Escambia"
"10710","florida","32535","Escambia"
"10711","florida","32536","Okaloosa"
"10712","florida","32539","Okaloosa"
"10713","florida","32541","Okaloosa"
"10714","florida","32542","Okaloosa"
"10715","florida","32544","Okaloosa"
"10716","florida","32547","Okaloosa"
"10717","florida","32548","Okaloosa"
"10718","florida","32550","Walton"
"10719","florida","32561","Escambia"
"10720","florida","32563","Santa Rosa"
"10721","florida","32564","Santa Rosa"
"10722","florida","32565","Santa Rosa"
"10723","florida","32566","Santa Rosa"
"10724","florida","32567","Okaloosa"
"10725","florida","32568","Escambia"
"10726","florida","32569","Okaloosa"
"10727","florida","32570","Santa Rosa"
"10728","florida","32571","Santa Rosa"
"10729","florida","32577","Escambia"
"10730","florida","32578","Okaloosa"
"10731","florida","32579","Okaloosa"
"10732","florida","32580","Okaloosa"
"10733","florida","32583","Santa Rosa"
"10734","florida","32601","Alachua"
"10735","florida","32603","Alachua"
"10736","florida","32605","Alachua"
"10737","florida","32606","Alachua"
"10738","florida","32607","Alachua"
"10739","florida","32608","Alachua"
"10740","florida","32609","Alachua"
"10741","florida","32610","Alachua"
"10742","florida","32612","Alachua"
"10743","florida","32615","Alachua"
"10744","florida","32616","Alachua"
"10745","florida","32617","Marion"
"10746","florida","32618","Alachua"
"10747","florida","32619","Gilchrist"
"10748","florida","32621","Levy"
"10749","florida","32622","Bradford"
"10750","florida","32625","Levy"
"10751","florida","32626","Levy"
"10752","florida","32628","Dixie"
"10753","florida","32631","Alachua"
"10754","florida","32634","Marion"
"10755","florida","32639","Levy"
"10756","florida","32640","Alachua"
"10757","florida","32641","Alachua"
"10758","florida","32643","Alachua"
"10759","florida","32648","Dixie"
"10760","florida","32653","Alachua"
"10761","florida","32656","Clay"
"10762","florida","32658","Alachua"
"10763","florida","32664","Marion"
"10764","florida","32666","Putnam"
"10765","florida","32667","Alachua"
"10766","florida","32668","Levy"
"10767","florida","32669","Alachua"
"10768","florida","32680","Dixie"
"10769","florida","32681","Marion"
"10770","florida","32683","Levy"
"10771","florida","32686","Marion"
"10772","florida","32692","Dixie"
"10773","florida","32693","Gilchrist"
"10774","florida","32694","Alachua"
"10775","florida","32696","Levy"
"10776","florida","32697","Union"
"10777","florida","32701","Seminole"
"10778","florida","32702","Lake"
"10779","florida","32703","Orange"
"10780","florida","32707","Seminole"
"10781","florida","32708","Seminole"
"10782","florida","32709","Orange"
"10783","florida","32712","Orange"
"10784","florida","32713","Volusia"
"10785","florida","32714","Seminole"
"10786","florida","32720","Volusia"
"10787","florida","32723","Volusia"
"10788","florida","32724","Volusia"
"10789","florida","32725","Volusia"
"10790","florida","32726","Lake"
