"","state_lower","zipcode","county"
"20814","montana","59932","Flathead"
"20815","montana","59933","Lincoln"
"20816","montana","59934","Lincoln"
"20817","montana","59935","Lincoln"
"20818","montana","59936","Flathead"
"20819","montana","59937","Flathead"
"20820","illinois","60002","Lake"
"20821","illinois","60004","Cook"
"20822","illinois","60005","Cook"
"20823","illinois","60007","Cook"
"20824","illinois","60008","Cook"
"20825","illinois","60010","Cook"
"20826","illinois","60012","McHenry"
"20827","illinois","60013","McHenry"
"20828","illinois","60014","McHenry"
"20829","illinois","60015","Lake"
"20830","illinois","60016","Cook"
"20831","illinois","60018","Cook"
"20832","illinois","60020","Lake"
"20833","illinois","60021","McHenry"
"20834","illinois","60022","Cook"
"20835","illinois","60025","Cook"
"20836","illinois","60026","Cook"
"20837","illinois","60029","Cook"
"20838","illinois","60030","Lake"
"20839","illinois","60031","Lake"
"20840","illinois","60033","McHenry"
"20841","illinois","60034","McHenry"
"20842","illinois","60035","Lake"
"20843","illinois","60040","Lake"
"20844","illinois","60041","Lake"
"20845","illinois","60042","Lake"
"20846","illinois","60043","Cook"
"20847","illinois","60044","Lake"
"20848","illinois","60045","Lake"
"20849","illinois","60046","Lake"
"20850","illinois","60047","Lake"
"20851","illinois","60048","Lake"
"20852","illinois","60050","McHenry"
"20853","illinois","60051","McHenry"
"20854","illinois","60053","Cook"
"20855","illinois","60056","Cook"
"20856","illinois","60060","Lake"
"20857","illinois","60061","Lake"
"20858","illinois","60062","Cook"
"20859","illinois","60064","Lake"
"20860","illinois","60067","Cook"
"20861","illinois","60068","Cook"
"20862","illinois","60069","Lake"
"20863","illinois","60070","Cook"
"20864","illinois","60071","McHenry"
"20865","illinois","60072","McHenry"
"20866","illinois","60073","Lake"
"20867","illinois","60074","Cook"
"20868","illinois","60075","Lake"
"20869","illinois","60076","Cook"
"20870","illinois","60077","Cook"
"20871","illinois","60081","McHenry"
"20872","illinois","60083","Lake"
"20873","illinois","60084","Lake"
"20874","illinois","60085","Lake"
"20875","illinois","60087","Lake"
"20876","illinois","60088","Lake"
"20877","illinois","60089","Lake"
"20878","illinois","60090","Cook"
"20879","illinois","60091","Cook"
"20880","illinois","60093","Cook"
"20881","illinois","60096","Lake"
"20882","illinois","60097","McHenry"
"20883","illinois","60098","McHenry"
"20884","illinois","60099","Lake"
"20885","illinois","60101","DuPage"
"20886","illinois","60102","McHenry"
"20887","illinois","60103","DuPage"
"20888","illinois","60104","Cook"
"20889","illinois","60106","DuPage"
"20890","illinois","60107","Cook"
"20891","illinois","60108","DuPage"
"20892","illinois","60109","Kane"
"20893","illinois","60110","Kane"
"20894","illinois","60111","DeKalb"
"20895","illinois","60112","DeKalb"
"20896","illinois","60113","Ogle"
"20897","illinois","60115","DeKalb"
"20898","illinois","60118","Kane"
"20899","illinois","60119","Kane"
"20900","illinois","60120","Cook"
"20901","illinois","60123","Kane"
"20902","illinois","60124","Kane"
"20903","illinois","60126","DuPage"
"20904","illinois","60129","Ogle"
"20905","illinois","60130","Cook"
"20906","illinois","60131","Cook"
"20907","illinois","60133","DuPage"
"20908","illinois","60134","Kane"
"20909","illinois","60135","DeKalb"
"20910","illinois","60136","Kane"
"20911","illinois","60137","DuPage"
"20912","illinois","60139","DuPage"
"20913","illinois","60140","Kane"
"20914","illinois","60141","Cook"
"20915","illinois","60142","McHenry"
"20916","illinois","60143","DuPage"
"20917","illinois","60144","Kane"
"20918","illinois","60145","DeKalb"
"20919","illinois","60146","DeKalb"
"20920","illinois","60148","DuPage"
"20921","illinois","60150","DeKalb"
"20922","illinois","60151","Kane"
"20923","illinois","60152","McHenry"
"20924","illinois","60153","Cook"
"20925","illinois","60154","Cook"
"20926","illinois","60155","Cook"
"20927","illinois","60156","McHenry"
"20928","illinois","60157","DuPage"
"20929","illinois","60160","Cook"
"20930","illinois","60162","Cook"
"20931","illinois","60163","Cook"
"20932","illinois","60164","Cook"
"20933","illinois","60165","Cook"
"20934","illinois","60169","Cook"
"20935","illinois","60171","Cook"
"20936","illinois","60172","DuPage"
"20937","illinois","60173","Cook"
"20938","illinois","60174","Kane"
"20939","illinois","60175","Kane"
"20940","illinois","60176","Cook"
"20941","illinois","60177","Kane"
"20942","illinois","60178","DeKalb"
"20943","illinois","60180","McHenry"
"20944","illinois","60181","DuPage"
"20945","illinois","60183","Kane"
"20946","illinois","60184","DuPage"
"20947","illinois","60185","DuPage"
"20948","illinois","60187","DuPage"
"20949","illinois","60188","DuPage"
"20950","illinois","60189","DuPage"
"20951","illinois","60190","DuPage"
"20952","illinois","60191","DuPage"
"20953","illinois","60192","Cook"
"20954","illinois","60193","Cook"
"20955","illinois","60194","Cook"
"20956","illinois","60195","Cook"
"20957","illinois","60201","Cook"
"20958","illinois","60202","Cook"
"20959","illinois","60203","Cook"
"20960","illinois","60208","Cook"
"20961","illinois","60301","Cook"
"20962","illinois","60302","Cook"
"20963","illinois","60304","Cook"
"20964","illinois","60305","Cook"
"20965","illinois","60401","Will"
"20966","illinois","60402","Cook"
"20967","illinois","60403","Will"
"20968","illinois","60404","Will"
"20969","illinois","60406","Cook"
"20970","illinois","60407","Grundy"
"20971","illinois","60408","Will"
"20972","illinois","60409","Cook"
"20973","illinois","60410","Will"
"20974","illinois","60411","Cook"
"20975","illinois","60415","Cook"
"20976","illinois","60416","Grundy"
"20977","illinois","60417","Will"
"20978","illinois","60418","Cook"
"20979","illinois","60419","Cook"
"20980","illinois","60420","Livingston"
"20981","illinois","60421","Will"
"20982","illinois","60422","Cook"
"20983","illinois","60423","Will"
"20984","illinois","60424","Grundy"
"20985","illinois","60425","Cook"
"20986","illinois","60426","Cook"
"20987","illinois","60428","Cook"
"20988","illinois","60429","Cook"
"20989","illinois","60430","Cook"
"20990","illinois","60431","Will"
"20991","illinois","60432","Will"
"20992","illinois","60433","Will"
"20993","illinois","60435","Will"
"20994","illinois","60436","Will"
"20995","illinois","60437","Grundy"
"20996","illinois","60438","Cook"
"20997","illinois","60439","Cook"
"20998","illinois","60440","Will"
"20999","illinois","60441","Will"
"21000","illinois","60442","Will"
"21001","illinois","60443","Cook"
"21002","illinois","60444","Grundy"
"21003","illinois","60445","Cook"
"21004","illinois","60446","Will"
"21005","illinois","60447","Kendall"
"21006","illinois","60448","Will"
"21007","illinois","60449","Will"
"21008","illinois","60450","Grundy"
"21009","illinois","60451","Will"
"21010","illinois","60452","Cook"
"21011","illinois","60453","Cook"
"21012","illinois","60455","Cook"
"21013","illinois","60456","Cook"
"21014","illinois","60457","Cook"
"21015","illinois","60458","Cook"
"21016","illinois","60459","Cook"
"21017","illinois","60460","Livingston"
"21018","illinois","60461","Cook"
"21019","illinois","60462","Cook"
"21020","illinois","60463","Cook"
"21021","illinois","60464","Cook"
"21022","illinois","60465","Cook"
"21023","illinois","60466","Cook"
"21024","illinois","60467","Cook"
"21025","illinois","60468","Will"
"21026","illinois","60469","Cook"
"21027","illinois","60470","LaSalle"
"21028","illinois","60471","Cook"
"21029","illinois","60472","Cook"
"21030","illinois","60473","Cook"
"21031","illinois","60474","Grundy"
"21032","illinois","60475","Cook"
"21033","illinois","60476","Cook"
"21034","illinois","60477","Cook"
"21035","illinois","60478","Cook"
"21036","illinois","60479","Grundy"
"21037","illinois","60480","Cook"
"21038","illinois","60481","Will"
"21039","illinois","60482","Cook"
"21040","illinois","60484","Will"
"21041","illinois","60487","Cook"
"21042","illinois","60490","Will"
"21043","illinois","60491","Will"
"21044","illinois","60501","Cook"
"21045","illinois","60502","DuPage"
"21046","illinois","60503","Will"
"21047","illinois","60504","DuPage"
"21048","illinois","60505","Kane"
"21049","illinois","60506","Kane"
"21050","illinois","60510","Kane"
"21051","illinois","60511","Kane"
"21052","illinois","60512","Kendall"
"21053","illinois","60513","Cook"
"21054","illinois","60514","DuPage"
"21055","illinois","60515","DuPage"
"21056","illinois","60516","DuPage"
"21057","illinois","60517","DuPage"
"21058","illinois","60518","LaSalle"
"21059","illinois","60519","DuPage"
"21060","illinois","60520","DeKalb"
"21061","illinois","60521","DuPage"
"21062","illinois","60523","DuPage"
"21063","illinois","60525","Cook"
"21064","illinois","60526","Cook"
"21065","illinois","60527","DuPage"
"21066","illinois","60530","Lee"
"21067","illinois","60531","LaSalle"
"21068","illinois","60532","DuPage"
"21069","illinois","60534","Cook"
"21070","illinois","60536","Kendall"
"21071","illinois","60537","LaSalle"
"21072","illinois","60538","Kendall"
"21073","illinois","60539","Kane"
"21074","illinois","60540","DuPage"
"21075","illinois","60541","Kendall"
"21076","illinois","60542","Kane"
"21077","illinois","60543","Kendall"
"21078","illinois","60544","Will"
"21079","illinois","60545","Kendall"
"21080","illinois","60546","Cook"
"21081","illinois","60548","DeKalb"
"21082","illinois","60549","LaSalle"
"21083","illinois","60550","DeKalb"
"21084","illinois","60551","LaSalle"
"21085","illinois","60552","DeKalb"
"21086","illinois","60553","Lee"
"21087","illinois","60554","Kane"
"21088","illinois","60555","DuPage"
"21089","illinois","60556","DeKalb"
"21090","illinois","60557","LaSalle"
"21091","illinois","60558","Cook"
"21092","illinois","60559","DuPage"
"21093","illinois","60560","Kendall"
"21094","illinois","60561","DuPage"
"21095","illinois","60563","DuPage"
"21096","illinois","60564","Will"
"21097","illinois","60565","DuPage"
"21098","illinois","60585","Will"
"21099","illinois","60586","Will"
"21100","illinois","60601","Cook"
"21101","illinois","60602","Cook"
"21102","illinois","60603","Cook"
"21103","illinois","60604","Cook"
"21104","illinois","60605","Cook"
"21105","illinois","60606","Cook"
"21106","illinois","60607","Cook"
"21107","illinois","60608","Cook"
"21108","illinois","60609","Cook"
"21109","illinois","60610","Cook"
"21110","illinois","60611","Cook"
"21111","illinois","60612","Cook"
"21112","illinois","60613","Cook"
"21113","illinois","60614","Cook"
"21114","illinois","60615","Cook"
"21115","illinois","60616","Cook"
"21116","illinois","60617","Cook"
"21117","illinois","60618","Cook"
"21118","illinois","60619","Cook"
"21119","illinois","60620","Cook"
"21120","illinois","60621","Cook"
"21121","illinois","60622","Cook"
"21122","illinois","60623","Cook"
"21123","illinois","60624","Cook"
"21124","illinois","60625","Cook"
"21125","illinois","60626","Cook"
"21126","illinois","60628","Cook"
"21127","illinois","60629","Cook"
"21128","illinois","60630","Cook"
"21129","illinois","60631","Cook"
"21130","illinois","60632","Cook"
"21131","illinois","60633","Cook"
"21132","illinois","60634","Cook"
"21133","illinois","60636","Cook"
"21134","illinois","60637","Cook"
"21135","illinois","60638","Cook"
"21136","illinois","60639","Cook"
"21137","illinois","60640","Cook"
"21138","illinois","60641","Cook"
"21139","illinois","60642","Cook"
"21140","illinois","60643","Cook"
"21141","illinois","60644","Cook"
"21142","illinois","60645","Cook"
"21143","illinois","60646","Cook"
"21144","illinois","60647","Cook"
"21145","illinois","60649","Cook"
"21146","illinois","60651","Cook"
"21147","illinois","60652","Cook"
"21148","illinois","60653","Cook"
"21149","illinois","60654","Cook"
"21150","illinois","60655","Cook"
"21151","illinois","60656","Cook"
"21152","illinois","60657","Cook"
"21153","illinois","60659","Cook"
"21154","illinois","60660","Cook"
"21155","illinois","60661","Cook"
"21156","illinois","60706","Cook"
"21157","illinois","60707","Cook"
"21158","illinois","60712","Cook"
"21159","illinois","60714","Cook"
"21160","illinois","60803","Cook"
"21161","illinois","60804","Cook"
"21162","illinois","60805","Cook"
"21163","illinois","60827","Cook"
"21164","illinois","60901","Kankakee"
"21165","illinois","60910","Kankakee"
"21166","illinois","60911","Iroquois"
"21167","illinois","60912","Iroquois"
"21168","illinois","60913","Kankakee"
"21169","illinois","60914","Kankakee"
"21170","illinois","60915","Kankakee"
"21171","illinois","60917","Kankakee"
"21172","illinois","60918","Iroquois"
"21173","illinois","60919","Ford"
"21174","illinois","60920","Livingston"
"21175","illinois","60921","Livingston"
"21176","illinois","60922","Kankakee"
"21177","illinois","60924","Iroquois"
"21178","illinois","60926","Iroquois"
"21179","illinois","60927","Iroquois"
"21180","illinois","60928","Iroquois"
"21181","illinois","60929","Livingston"
"21182","illinois","60930","Iroquois"
"21183","illinois","60931","Iroquois"
"21184","illinois","60932","Vermilion"
"21185","illinois","60933","Ford"
"21186","illinois","60934","Livingston"
"21187","illinois","60935","Kankakee"
"21188","illinois","60936","Ford"
"21189","illinois","60938","Iroquois"
"21190","illinois","60939","Iroquois"
"21191","illinois","60940","Kankakee"
"21192","illinois","60941","Kankakee"
"21193","illinois","60942","Vermilion"
"21194","illinois","60945","Iroquois"
"21195","illinois","60946","Ford"
"21196","illinois","60948","Iroquois"
"21197","illinois","60949","Champaign"
"21198","illinois","60950","Kankakee"
"21199","illinois","60951","Iroquois"
"21200","illinois","60952","Ford"
"21201","illinois","60953","Iroquois"
"21202","illinois","60954","Kankakee"
"21203","illinois","60955","Iroquois"
"21204","illinois","60956","Iroquois"
"21205","illinois","60957","Ford"
"21206","illinois","60958","Kankakee"
"21207","illinois","60959","Ford"
"21208","illinois","60960","Vermilion"
"21209","illinois","60961","Kankakee"
"21210","illinois","60962","Ford"
"21211","illinois","60963","Vermilion"
"21212","illinois","60964","Kankakee"
"21213","illinois","60966","Iroquois"
"21214","illinois","60967","Iroquois"
"21215","illinois","60968","Iroquois"
"21216","illinois","60969","Kankakee"
"21217","illinois","60970","Iroquois"
"21218","illinois","60973","Iroquois"
"21219","illinois","60974","Iroquois"
"21220","illinois","61001","Jo Daviess"
"21221","illinois","61006","Lee"
"21222","illinois","61007","Ogle"
"21223","illinois","61008","Boone"
"21224","illinois","61010","Ogle"
"21225","illinois","61011","Boone"
"21226","illinois","61012","Boone"
"21227","illinois","61013","Stephenson"
"21228","illinois","61014","Carroll"
"21229","illinois","61015","Ogle"
"21230","illinois","61016","Winnebago"
"21231","illinois","61018","Stephenson"
"21232","illinois","61019","Stephenson"
"21233","illinois","61020","Ogle"
"21234","illinois","61021","Lee"
"21235","illinois","61024","Winnebago"
"21236","illinois","61025","Jo Daviess"
"21237","illinois","61027","Stephenson"
"21238","illinois","61028","Jo Daviess"
"21239","illinois","61030","Ogle"
"21240","illinois","61031","Lee"
"21241","illinois","61032","Stephenson"
"21242","illinois","61036","Jo Daviess"
"21243","illinois","61037","Whiteside"
"21244","illinois","61038","Boone"
"21245","illinois","61039","Stephenson"
"21246","illinois","61041","Jo Daviess"
"21247","illinois","61042","Lee"
"21248","illinois","61043","Ogle"
"21249","illinois","61044","Stephenson"
"21250","illinois","61046","Carroll"
"21251","illinois","61047","Ogle"
"21252","illinois","61048","Stephenson"
"21253","illinois","61049","Ogle"
"21254","illinois","61050","Stephenson"
"21255","illinois","61051","Carroll"
"21256","illinois","61052","Ogle"
"21257","illinois","61053","Carroll"
"21258","illinois","61054","Ogle"
"21259","illinois","61057","Lee"
"21260","illinois","61059","Jo Daviess"
"21261","illinois","61060","Stephenson"
"21262","illinois","61061","Ogle"
"21263","illinois","61062","Stephenson"
"21264","illinois","61063","Winnebago"
"21265","illinois","61064","Ogle"
"21266","illinois","61065","Boone"
"21267","illinois","61067","Stephenson"
"21268","illinois","61068","Ogle"
"21269","illinois","61070","Stephenson"
"21270","illinois","61071","Whiteside"
"21271","illinois","61072","Winnebago"
"21272","illinois","61073","Winnebago"
"21273","illinois","61074","Carroll"
"21274","illinois","61075","Jo Daviess"
"21275","illinois","61077","Winnebago"
"21276","illinois","61078","Carroll"
"21277","illinois","61079","Winnebago"
"21278","illinois","61080","Winnebago"
"21279","illinois","61081","Whiteside"
"21280","illinois","61084","Ogle"
"21281","illinois","61085","Jo Daviess"
"21282","illinois","61087","Jo Daviess"
"21283","illinois","61088","Winnebago"
"21284","illinois","61089","Stephenson"
"21285","illinois","61091","Ogle"
"21286","illinois","61101","Winnebago"
"21287","illinois","61102","Winnebago"
"21288","illinois","61103","Winnebago"
"21289","illinois","61104","Winnebago"
"21290","illinois","61107","Winnebago"
"21291","illinois","61108","Winnebago"
"21292","illinois","61109","Winnebago"
"21293","illinois","61111","Winnebago"
"21294","illinois","61112","Winnebago"
"21295","illinois","61114","Winnebago"
"21296","illinois","61115","Winnebago"
"21297","illinois","61201","Rock Island"
"21298","illinois","61230","Whiteside"
"21299","illinois","61231","Mercer"
"21300","illinois","61232","Rock Island"
"21301","illinois","61233","Henry"
"21302","illinois","61234","Henry"
"21303","illinois","61235","Henry"
"21304","illinois","61236","Rock Island"
"21305","illinois","61237","Rock Island"
"21306","illinois","61238","Henry"
"21307","illinois","61239","Rock Island"
"21308","illinois","61240","Rock Island"
"21309","illinois","61241","Henry"
"21310","illinois","61242","Rock Island"
"21311","illinois","61243","Whiteside"
"21312","illinois","61244","Rock Island"
"21313","illinois","61250","Whiteside"
"21314","illinois","61251","Whiteside"
"21315","illinois","61252","Whiteside"
"21316","illinois","61254","Henry"
"21317","illinois","61256","Rock Island"
"21318","illinois","61257","Rock Island"
"21319","illinois","61258","Henry"
"21320","illinois","61259","Rock Island"
"21321","illinois","61260","Mercer"
"21322","illinois","61261","Whiteside"
"21323","illinois","61262","Henry"
"21324","illinois","61263","Mercer"
"21325","illinois","61264","Rock Island"
"21326","illinois","61265","Rock Island"
"21327","illinois","61270","Whiteside"
"21328","illinois","61272","Mercer"
"21329","illinois","61273","Henry"
"21330","illinois","61274","Henry"
"21331","illinois","61275","Rock Island"
"21332","illinois","61276","Mercer"
"21333","illinois","61277","Whiteside"
"21334","illinois","61278","Rock Island"
"21335","illinois","61279","Mercer"
"21336","illinois","61281","Mercer"
"21337","illinois","61282","Rock Island"
"21338","illinois","61283","Whiteside"
"21339","illinois","61284","Rock Island"
"21340","illinois","61285","Carroll"
"21341","illinois","61301","LaSalle"
"21342","illinois","61310","Lee"
"21343","illinois","61311","Livingston"
"21344","illinois","61312","Bureau"
"21345","illinois","61313","Livingston"
"21346","illinois","61314","Bureau"
"21347","illinois","61315","Bureau"
"21348","illinois","61316","LaSalle"
"21349","illinois","61317","Bureau"
"21350","illinois","61318","Lee"
"21351","illinois","61319","Livingston"
"21352","illinois","61320","Bureau"
"21353","illinois","61321","LaSalle"
"21354","illinois","61322","Bureau"
"21355","illinois","61323","Bureau"
"21356","illinois","61324","Lee"
"21357","illinois","61325","LaSalle"
"21358","illinois","61326","Putnam"
"21359","illinois","61327","Putnam"
"21360","illinois","61328","Bureau"
"21361","illinois","61329","Bureau"
"21362","illinois","61330","Bureau"
"21363","illinois","61331","Lee"
"21364","illinois","61332","LaSalle"
"21365","illinois","61333","Livingston"
"21366","illinois","61334","LaSalle"
"21367","illinois","61335","Putnam"
"21368","illinois","61336","Putnam"
"21369","illinois","61337","Bureau"
"21370","illinois","61338","Bureau"
"21371","illinois","61340","Putnam"
"21372","illinois","61341","LaSalle"
"21373","illinois","61342","LaSalle"
"21374","illinois","61344","Bureau"
"21375","illinois","61345","Bureau"
"21376","illinois","61346","Bureau"
"21377","illinois","61348","LaSalle"
"21378","illinois","61349","Bureau"
"21379","illinois","61350","LaSalle"
"21380","illinois","61353","Lee"
"21381","illinois","61354","LaSalle"
"21382","illinois","61356","Bureau"
"21383","illinois","61358","LaSalle"
"21384","illinois","61359","Bureau"
"21385","illinois","61360","LaSalle"
"21386","illinois","61361","Bureau"
"21387","illinois","61362","Bureau"
"21388","illinois","61363","Putnam"
"21389","illinois","61364","LaSalle"
"21390","illinois","61367","Lee"
"21391","illinois","61368","Bureau"
"21392","illinois","61369","Marshall"
"21393","illinois","61370","LaSalle"
"21394","illinois","61371","LaSalle"
"21395","illinois","61372","LaSalle"
"21396","illinois","61373","LaSalle"
"21397","illinois","61374","Bureau"
"21398","illinois","61375","Marshall"
"21399","illinois","61376","Bureau"
"21400","illinois","61377","LaSalle"
"21401","illinois","61378","Lee"
"21402","illinois","61379","Bureau"
"21403","illinois","61401","Knox"
"21404","illinois","61402","Knox"
"21405","illinois","61410","Knox"
"21406","illinois","61411","McDonough"
"21407","illinois","61412","Mercer"
"21408","illinois","61413","Henry"
"21409","illinois","61414","Knox"
"21410","illinois","61415","Fulton"
"21411","illinois","61416","McDonough"
"21412","illinois","61417","Warren"
"21413","illinois","61418","Henderson"
"21414","illinois","61419","Henry"
"21415","illinois","61420","McDonough"
"21416","illinois","61421","Stark"
"21417","illinois","61422","McDonough"
"21418","illinois","61423","Warren"
"21419","illinois","61424","Marshall"
"21420","illinois","61425","Henderson"
"21421","illinois","61426","Stark"
"21422","illinois","61427","Fulton"
"21423","illinois","61428","Knox"
"21424","illinois","61430","Knox"
"21425","illinois","61431","Fulton"
"21426","illinois","61432","Fulton"
"21427","illinois","61433","Fulton"
"21428","illinois","61434","Henry"
"21429","illinois","61435","Warren"
"21430","illinois","61436","Knox"
"21431","illinois","61437","Henderson"
"21432","illinois","61438","McDonough"
"21433","illinois","61439","Knox"
"21434","illinois","61440","McDonough"
"21435","illinois","61441","Fulton"
"21436","illinois","61442","Mercer"
"21437","illinois","61443","Henry"
"21438","illinois","61447","Warren"
"21439","illinois","61448","Knox"
"21440","illinois","61449","Stark"
"21441","illinois","61450","Hancock"
"21442","illinois","61451","Peoria"
"21443","illinois","61452","Schuyler"
"21444","illinois","61453","Warren"
"21445","illinois","61454","Henderson"
"21446","illinois","61455","McDonough"
"21447","illinois","61458","Knox"
"21448","illinois","61459","Fulton"
"21449","illinois","61460","Henderson"
"21450","illinois","61462","Warren"
"21451","illinois","61465","Mercer"
"21452","illinois","61466","Mercer"
"21453","illinois","61467","Knox"
"21454","illinois","61468","Henry"
"21455","illinois","61469","Henderson"
"21456","illinois","61470","McDonough"
"21457","illinois","61471","Henderson"
"21458","illinois","61472","Knox"
"21459","illinois","61473","Warren"
"21460","illinois","61474","Knox"
"21461","illinois","61475","McDonough"
"21462","illinois","61476","Mercer"
"21463","illinois","61477","Fulton"
"21464","illinois","61478","Warren"
"21465","illinois","61479","Marshall"
"21466","illinois","61480","Henderson"
"21467","illinois","61482","Fulton"
"21468","illinois","61483","Stark"
"21469","illinois","61484","Fulton"
"21470","illinois","61485","Knox"
"21471","illinois","61486","Mercer"
"21472","illinois","61488","Knox"
"21473","illinois","61489","Knox"
"21474","illinois","61490","Henry"
"21475","illinois","61491","Stark"
"21476","illinois","61501","Fulton"
"21477","illinois","61516","Woodford"
"21478","illinois","61517","Peoria"
"21479","illinois","61519","Fulton"
"21480","illinois","61520","Fulton"
"21481","illinois","61523","Peoria"
"21482","illinois","61524","Fulton"
"21483","illinois","61525","Peoria"
"21484","illinois","61526","Peoria"
"21485","illinois","61528","Peoria"
"21486","illinois","61529","Peoria"
"21487","illinois","61530","Woodford"
"21488","illinois","61531","Fulton"
"21489","illinois","61532","Mason"
"21490","illinois","61533","Peoria"
"21491","illinois","61534","Tazewell"
"21492","illinois","61535","Tazewell"
"21493","illinois","61536","Peoria"
"21494","illinois","61537","Marshall"
"21495","illinois","61539","Peoria"
"21496","illinois","61540","Marshall"
"21497","illinois","61541","Marshall"
"21498","illinois","61542","Fulton"
"21499","illinois","61543","Fulton"
"21500","illinois","61544","Fulton"
"21501","illinois","61545","Woodford"
"21502","illinois","61546","Tazewell"
"21503","illinois","61547","Peoria"
"21504","illinois","61548","Woodford"
"21505","illinois","61550","Tazewell"
"21506","illinois","61552","Peoria"
"21507","illinois","61553","Fulton"
"21508","illinois","61554","Tazewell"
"21509","illinois","61559","Peoria"
"21510","illinois","61560","Putnam"
"21511","illinois","61561","Woodford"
"21512","illinois","61562","Peoria"
"21513","illinois","61563","Fulton"
"21514","illinois","61564","Tazewell"
"21515","illinois","61565","Marshall"
"21516","illinois","61567","Mason"
"21517","illinois","61568","Tazewell"
"21518","illinois","61569","Peoria"
"21519","illinois","61570","Woodford"
"21520","illinois","61571","Tazewell"
"21521","illinois","61572","Knox"
"21522","illinois","61602","Peoria"
"21523","illinois","61603","Peoria"
"21524","illinois","61604","Peoria"
"21525","illinois","61605","Peoria"
"21526","illinois","61606","Peoria"
"21527","illinois","61607","Peoria"
"21528","illinois","61610","Tazewell"
"21529","illinois","61611","Tazewell"
"21530","illinois","61614","Peoria"
"21531","illinois","61615","Peoria"
"21532","illinois","61616","Peoria"
"21533","illinois","61625","Peoria"
"21534","illinois","61701","McLean"
"21535","illinois","61704","McLean"
"21536","illinois","61705","McLean"
"21537","illinois","61720","McLean"
"21538","illinois","61721","Tazewell"
"21539","illinois","61722","McLean"
"21540","illinois","61723","Logan"
"21541","illinois","61724","McLean"
"21542","illinois","61725","Woodford"
"21543","illinois","61726","McLean"
"21544","illinois","61727","De Witt"
"21545","illinois","61728","McLean"
"21546","illinois","61729","Woodford"
"21547","illinois","61730","McLean"
"21548","illinois","61731","McLean"
"21549","illinois","61732","McLean"
"21550","illinois","61733","Tazewell"
"21551","illinois","61734","Tazewell"
"21552","illinois","61735","De Witt"
"21553","illinois","61736","McLean"
"21554","illinois","61737","McLean"
"21555","illinois","61738","Woodford"
"21556","illinois","61739","Livingston"
"21557","illinois","61740","Livingston"
"21558","illinois","61741","Livingston"
"21559","illinois","61742","Woodford"
"21560","illinois","61743","Livingston"
"21561","illinois","61744","McLean"
"21562","illinois","61745","McLean"
"21563","illinois","61747","Tazewell"
"21564","illinois","61748","McLean"
"21565","illinois","61749","De Witt"
"21566","illinois","61750","De Witt"
"21567","illinois","61751","Logan"
"21568","illinois","61752","McLean"
"21569","illinois","61753","McLean"
"21570","illinois","61754","McLean"
"21571","illinois","61755","Tazewell"
"21572","illinois","61756","Macon"
"21573","illinois","61759","Tazewell"
"21574","illinois","61760","Woodford"
"21575","illinois","61761","McLean"
"21576","illinois","61764","Livingston"
"21577","illinois","61769","Livingston"
"21578","illinois","61770","McLean"
"21579","illinois","61771","Woodford"
"21580","illinois","61772","McLean"
"21581","illinois","61773","Ford"
"21582","illinois","61774","McLean"
"21583","illinois","61775","Livingston"
"21584","illinois","61776","McLean"
"21585","illinois","61777","De Witt"
"21586","illinois","61778","De Witt"
"21587","illinois","61801","Champaign"
"21588","illinois","61802","Champaign"
"21589","illinois","61810","Vermilion"
"21590","illinois","61811","Vermilion"
"21591","illinois","61812","Vermilion"
"21592","illinois","61813","Piatt"
"21593","illinois","61814","Vermilion"
"21594","illinois","61815","Champaign"
"21595","illinois","61816","Champaign"
"21596","illinois","61817","Vermilion"
"21597","illinois","61818","Piatt"
"21598","illinois","61820","Champaign"
"21599","illinois","61821","Champaign"
"21600","illinois","61822","Champaign"
"21601","illinois","61830","Piatt"
"21602","illinois","61831","Vermilion"
"21603","illinois","61832","Vermilion"
"21604","illinois","61833","Vermilion"
"21605","illinois","61834","Vermilion"
"21606","illinois","61839","Piatt"
"21607","illinois","61840","Champaign"
"21608","illinois","61841","Vermilion"
"21609","illinois","61842","De Witt"
"21610","illinois","61843","Champaign"
"21611","illinois","61844","Vermilion"
"21612","illinois","61845","Champaign"
"21613","illinois","61846","Vermilion"
"21614","illinois","61847","Champaign"
"21615","illinois","61848","Vermilion"
"21616","illinois","61849","Champaign"
"21617","illinois","61850","Vermilion"
"21618","illinois","61851","Champaign"
"21619","illinois","61852","Champaign"
"21620","illinois","61853","Champaign"
"21621","illinois","61854","Piatt"
"21622","illinois","61855","Piatt"
"21623","illinois","61856","Piatt"
"21624","illinois","61857","Vermilion"
"21625","illinois","61858","Vermilion"
"21626","illinois","61859","Champaign"
"21627","illinois","61862","Champaign"
"21628","illinois","61863","Champaign"
"21629","illinois","61864","Champaign"
"21630","illinois","61865","Vermilion"
"21631","illinois","61866","Champaign"
"21632","illinois","61870","Vermilion"
"21633","illinois","61871","Champaign"
"21634","illinois","61872","Champaign"
"21635","illinois","61873","Champaign"
"21636","illinois","61874","Champaign"
"21637","illinois","61875","Champaign"
"21638","illinois","61876","Vermilion"
"21639","illinois","61877","Champaign"
"21640","illinois","61878","Champaign"
"21641","illinois","61880","Champaign"
"21642","illinois","61882","De Witt"
"21643","illinois","61883","Vermilion"
"21644","illinois","61884","Piatt"
"21645","illinois","61910","Douglas"
